"Estado","Municipio","Año","Crimen","Averiguaciones","Tasa","Lugar"
"Aguascalientes","Aguascalientes",2011,"Homicidios dolosos","    58","     7.05","  692"
"Aguascalientes","Asientos",2011,"Homicidios dolosos","     1","     2.13","  930"
"Aguascalientes","Calvillo",2011,"Homicidios dolosos","     2","     3.60","  860"
"Aguascalientes","Cosío",2011,"Homicidios dolosos","     0","     0.00","  952"
"Aguascalientes","Jesús María",2011,"Homicidios dolosos","     4","     3.84","  843"
"Aguascalientes","Pabellón de Arteaga",2011,"Homicidios dolosos","     5","    11.66","  496"
"Aguascalientes","Rincón de Romos",2011,"Homicidios dolosos","     0","     0.00","  952"
"Aguascalientes","San José de Gracia",2011,"Homicidios dolosos","     0","     0.00","  952"
"Aguascalientes","Tepezalá",2011,"Homicidios dolosos","     1","     4.91","  784"
"Aguascalientes","El Llano",2011,"Homicidios dolosos","     0","     0.00","  952"
"Aguascalientes","San Francisco de los Romo",2011,"Homicidios dolosos","     0","     0.00","  952"
"Baja California","Ensenada",2011,"Homicidios dolosos","    47","     9.58","  568"
"Baja California","Mexicali",2011,"Homicidios dolosos","   139","    14.22","  413"
"Baja California","Tecate",2011,"Homicidios dolosos","    29","    27.45","  211"
"Baja California","Tijuana",2011,"Homicidios dolosos","   418","    25.63","  231"
"Baja California","Playas de Rosarito",2011,"Homicidios dolosos","    40","    41.24","  141"
"Baja California Sur","Comondú",2011,"Homicidios dolosos","     0","     0.00","  952"
"Baja California Sur","Mulegé",2011,"Homicidios dolosos","     0","     0.00","  952"
"Baja California Sur","La Paz",2011,"Homicidios dolosos","     0","     0.00","  952"
"Baja California Sur","Los Cabos",2011,"Homicidios dolosos","     0","     0.00","  952"
"Baja California Sur","Loreto",2011,"Homicidios dolosos","     0","     0.00","  952"
"Campeche","Calkiní",2011,"Homicidios dolosos","     2","     3.64","  857"
"Campeche","Campeche",2011,"Homicidios dolosos","    10","     3.69","  853"
"Campeche","Carmen",2011,"Homicidios dolosos","    26","    11.21","  513"
"Campeche","Champotón",2011,"Homicidios dolosos","     8","     9.24","  584"
"Campeche","Hecelchakán",2011,"Homicidios dolosos","     1","     3.41","  869"
"Campeche","Hopelchén",2011,"Homicidios dolosos","     0","     0.00","  952"
"Campeche","Palizada",2011,"Homicidios dolosos","     0","     0.00","  952"
"Campeche","Tenabo",2011,"Homicidios dolosos","     0","     0.00","  952"
"Campeche","Escárcega",2011,"Homicidios dolosos","     5","     8.86","  598"
"Campeche","Calakmul",2011,"Homicidios dolosos","     3","    10.69","  527"
"Campeche","Candelaria",2011,"Homicidios dolosos","     4","     9.30","  581"
"Coahuila de Zaragoza","Abasolo",2011,"Homicidios dolosos","     0","     0.00","  952"
"Coahuila de Zaragoza","Acuña",2011,"Homicidios dolosos","     8","     5.70","  747"
"Coahuila de Zaragoza","Allende",2011,"Homicidios dolosos","     2","     8.51","  611"
"Coahuila de Zaragoza","Arteaga",2011,"Homicidios dolosos","     2","     8.54","  610"
"Coahuila de Zaragoza","Candela",2011,"Homicidios dolosos","     0","     0.00","  952"
"Coahuila de Zaragoza","Castaños",2011,"Homicidios dolosos","     3","    11.26","  511"
"Coahuila de Zaragoza","Cuatro Ciénegas",2011,"Homicidios dolosos","     1","     7.51","  661"
"Coahuila de Zaragoza","Escobedo",2011,"Homicidios dolosos","     0","     0.00","  952"
"Coahuila de Zaragoza","Francisco I. Madero",2011,"Homicidios dolosos","     9","    15.74","  375"
"Coahuila de Zaragoza","Frontera",2011,"Homicidios dolosos","     9","    11.66","  496"
"Coahuila de Zaragoza","General Cepeda",2011,"Homicidios dolosos","     3","    25.30","  235"
"Coahuila de Zaragoza","Guerrero",2011,"Homicidios dolosos","     0","     0.00","  952"
"Coahuila de Zaragoza","Hidalgo",2011,"Homicidios dolosos","     0","     0.00","  952"
"Coahuila de Zaragoza","Jiménez",2011,"Homicidios dolosos","     0","     0.00","  952"
"Coahuila de Zaragoza","Juárez",2011,"Homicidios dolosos","     0","     0.00","  952"
"Coahuila de Zaragoza","Lamadrid",2011,"Homicidios dolosos","     0","     0.00","  952"
"Coahuila de Zaragoza","Matamoros",2011,"Homicidios dolosos","    18","    16.40","  358"
"Coahuila de Zaragoza","Monclova",2011,"Homicidios dolosos","    20","     8.99","  591"
"Coahuila de Zaragoza","Morelos",2011,"Homicidios dolosos","     0","     0.00","  952"
"Coahuila de Zaragoza","Múzquiz",2011,"Homicidios dolosos","     4","     5.85","  740"
"Coahuila de Zaragoza","Nadadores",2011,"Homicidios dolosos","     0","     0.00","  952"
"Coahuila de Zaragoza","Nava",2011,"Homicidios dolosos","     0","     0.00","  952"
"Coahuila de Zaragoza","Ocampo",2011,"Homicidios dolosos","     0","     0.00","  952"
"Coahuila de Zaragoza","Parras",2011,"Homicidios dolosos","     1","     2.17","  929"
"Coahuila de Zaragoza","Piedras Negras",2011,"Homicidios dolosos","    12","     7.68","  650"
"Coahuila de Zaragoza","Progreso",2011,"Homicidios dolosos","     0","     0.00","  952"
"Coahuila de Zaragoza","Ramos Arizpe",2011,"Homicidios dolosos","     9","    11.15","  516"
"Coahuila de Zaragoza","Sabinas",2011,"Homicidios dolosos","     6","     9.47","  572"
"Coahuila de Zaragoza","Sacramento",2011,"Homicidios dolosos","     0","     0.00","  952"
"Coahuila de Zaragoza","Saltillo",2011,"Homicidios dolosos","    87","    11.59","  500"
"Coahuila de Zaragoza","San Buenaventura",2011,"Homicidios dolosos","     2","     8.69","  603"
"Coahuila de Zaragoza","San Juan de Sabinas",2011,"Homicidios dolosos","     4","     9.42","  573"
"Coahuila de Zaragoza","San Pedro",2011,"Homicidios dolosos","     8","     7.58","  658"
"Coahuila de Zaragoza","Sierra Mojada",2011,"Homicidios dolosos","     0","     0.00","  952"
"Coahuila de Zaragoza","Torreón",2011,"Homicidios dolosos","   455","    68.77","   78"
"Coahuila de Zaragoza","Viesca",2011,"Homicidios dolosos","     0","     0.00","  952"
"Coahuila de Zaragoza","Villa Unión",2011,"Homicidios dolosos","     0","     0.00","  952"
"Coahuila de Zaragoza","Zaragoza",2011,"Homicidios dolosos","     0","     0.00","  952"
"Colima","Armería",2011,"Homicidios dolosos","    24","    80.33","   69"
"Colima","Colima",2011,"Homicidios dolosos","    49","    32.15","  190"
"Colima","Comala",2011,"Homicidios dolosos","     5","    23.33","  253"
"Colima","Coquimatlán",2011,"Homicidios dolosos","     2","     9.96","  552"
"Colima","Cuauhtémoc",2011,"Homicidios dolosos","     1","     3.61","  859"
"Colima","Ixtlahuacán",2011,"Homicidios dolosos","     3","    54.59","  106"
"Colima","Manzanillo",2011,"Homicidios dolosos","    22","    13.01","  457"
"Colima","Minatitlán",2011,"Homicidios dolosos","     0","     0.00","  952"
"Colima","Tecomán",2011,"Homicidios dolosos","    37","    31.48","  194"
"Colima","Villa de Álvarez",2011,"Homicidios dolosos","    22","    17.37","  339"
"Chiapas","Acacoyagua",2011,"Homicidios dolosos","     1","     5.67","  749"
"Chiapas","Acala",2011,"Homicidios dolosos","     0","     0.00","  952"
"Chiapas","Acapetahua",2011,"Homicidios dolosos","     8","    27.59","  210"
"Chiapas","Altamirano",2011,"Homicidios dolosos","     2","     6.33","  724"
"Chiapas","Amatán",2011,"Homicidios dolosos","     4","    18.17","  322"
"Chiapas","Amatenango de la Frontera",2011,"Homicidios dolosos","     0","     0.00","  952"
"Chiapas","Amatenango del Valle",2011,"Homicidios dolosos","     3","    33.66","  176"
"Chiapas","Angel Albino Corzo",2011,"Homicidios dolosos","     0","     0.00","  952"
"Chiapas","Arriaga",2011,"Homicidios dolosos","    10","    24.25","  243"
"Chiapas","Bejucal de Ocampo",2011,"Homicidios dolosos","     0","     0.00","  952"
"Chiapas","Bella Vista",2011,"Homicidios dolosos","     0","     0.00","  952"
"Chiapas","Berriozábal",2011,"Homicidios dolosos","     4","     8.62","  607"
"Chiapas","Bochil",2011,"Homicidios dolosos","     6","    18.69","  313"
"Chiapas","El Bosque",2011,"Homicidios dolosos","     1","     5.05","  781"
"Chiapas","Cacahoatán",2011,"Homicidios dolosos","     2","     4.41","  813"
"Chiapas","Catazajá",2011,"Homicidios dolosos","     1","     5.61","  750"
"Chiapas","Cintalapa",2011,"Homicidios dolosos","    25","    30.90","  197"
"Chiapas","Coapilla",2011,"Homicidios dolosos","     0","     0.00","  952"
"Chiapas","Comitán de Domínguez",2011,"Homicidios dolosos","    35","    23.45","  251"
"Chiapas","La Concordia",2011,"Homicidios dolosos","     5","    10.85","  520"
"Chiapas","Copainalá",2011,"Homicidios dolosos","     3","    13.83","  427"
"Chiapas","Chalchihuitán",2011,"Homicidios dolosos","     2","    13.97","  422"
"Chiapas","Chamula",2011,"Homicidios dolosos","    11","    13.71","  438"
"Chiapas","Chanal",2011,"Homicidios dolosos","     1","     8.94","  592"
"Chiapas","Chapultenango",2011,"Homicidios dolosos","     1","    13.29","  450"
"Chiapas","Chenalhó",2011,"Homicidios dolosos","     6","    16.00","  367"
"Chiapas","Chiapa de Corzo",2011,"Homicidios dolosos","    11","    11.82","  490"
"Chiapas","Chiapilla",2011,"Homicidios dolosos","     0","     0.00","  952"
"Chiapas","Chicoasén",2011,"Homicidios dolosos","     0","     0.00","  952"
"Chiapas","Chicomuselo",2011,"Homicidios dolosos","     0","     0.00","  952"
"Chiapas","Chilón",2011,"Homicidios dolosos","    17","    14.60","  404"
"Chiapas","Escuintla",2011,"Homicidios dolosos","     6","    19.20","  300"
"Chiapas","Francisco León",2011,"Homicidios dolosos","     4","    55.23","  104"
"Chiapas","Frontera Comalapa",2011,"Homicidios dolosos","     3","     4.23","  825"
"Chiapas","Frontera Hidalgo",2011,"Homicidios dolosos","     4","    29.95","  203"
"Chiapas","La Grandeza",2011,"Homicidios dolosos","     0","     0.00","  952"
"Chiapas","Huehuetán",2011,"Homicidios dolosos","     4","    11.45","  504"
"Chiapas","Huixtán",2011,"Homicidios dolosos","     2","     8.94","  592"
"Chiapas","Huitiupán",2011,"Homicidios dolosos","     5","    21.29","  274"
"Chiapas","Huixtla",2011,"Homicidios dolosos","    13","    24.41","  241"
"Chiapas","La Independencia",2011,"Homicidios dolosos","     0","     0.00","  952"
"Chiapas","Ixhuatán",2011,"Homicidios dolosos","     4","    37.06","  151"
"Chiapas","Ixtacomitán",2011,"Homicidios dolosos","     2","    19.03","  304"
"Chiapas","Ixtapa",2011,"Homicidios dolosos","     5","    19.45","  293"
"Chiapas","Ixtapangajoya",2011,"Homicidios dolosos","     0","     0.00","  952"
"Chiapas","Jiquipilas",2011,"Homicidios dolosos","     6","    15.36","  383"
"Chiapas","Jitotol",2011,"Homicidios dolosos","     0","     0.00","  952"
"Chiapas","Juárez",2011,"Homicidios dolosos","     3","    13.77","  431"
"Chiapas","Larráinzar",2011,"Homicidios dolosos","     5","    23.59","  249"
"Chiapas","La Libertad",2011,"Homicidios dolosos","     1","    19.76","  290"
"Chiapas","Mapastepec",2011,"Homicidios dolosos","     7","    15.12","  388"
"Chiapas","Las Margaritas",2011,"Homicidios dolosos","     6","     5.14","  772"
"Chiapas","Mazapa de Madero",2011,"Homicidios dolosos","     0","     0.00","  952"
"Chiapas","Mazatán",2011,"Homicidios dolosos","     3","    10.82","  522"
"Chiapas","Metapa",2011,"Homicidios dolosos","     1","    19.15","  301"
"Chiapas","Mitontic",2011,"Homicidios dolosos","     3","    25.60","  232"
"Chiapas","Motozintla",2011,"Homicidios dolosos","     2","     2.74","  909"
"Chiapas","Nicolás Ruíz",2011,"Homicidios dolosos","     0","     0.00","  952"
"Chiapas","Ocosingo",2011,"Homicidios dolosos","    15","     7.21","  679"
"Chiapas","Ocotepec",2011,"Homicidios dolosos","     1","     8.18","  628"
"Chiapas","Ocozocoautla de Espinosa",2011,"Homicidios dolosos","    11","    12.79","  464"
"Chiapas","Ostuacán",2011,"Homicidios dolosos","     3","    17.06","  344"
"Chiapas","Osumacinta",2011,"Homicidios dolosos","     0","     0.00","  952"
"Chiapas","Oxchuc",2011,"Homicidios dolosos","     2","     4.53","  805"
"Chiapas","Palenque",2011,"Homicidios dolosos","    29","    24.91","  238"
"Chiapas","Pantelhó",2011,"Homicidios dolosos","     9","    42.73","  134"
"Chiapas","Pantepec",2011,"Homicidios dolosos","     1","     8.87","  596"
"Chiapas","Pichucalco",2011,"Homicidios dolosos","     7","    22.82","  257"
"Chiapas","Pijijiapan",2011,"Homicidios dolosos","     8","    15.39","  382"
"Chiapas","El Porvenir",2011,"Homicidios dolosos","     1","     7.42","  667"
"Chiapas","Villa Comaltitlán",2011,"Homicidios dolosos","     5","    17.36","  340"
"Chiapas","Pueblo Nuevo Solistahuacán",2011,"Homicidios dolosos","    11","    34.05","  173"
"Chiapas","Rayón",2011,"Homicidios dolosos","     0","     0.00","  952"
"Chiapas","Reforma",2011,"Homicidios dolosos","    10","    23.22","  254"
"Chiapas","Las Rosas",2011,"Homicidios dolosos","     2","     7.64","  655"
"Chiapas","Sabanilla",2011,"Homicidios dolosos","     2","     7.68","  650"
"Chiapas","Salto de Agua",2011,"Homicidios dolosos","     3","     5.07","  776"
"Chiapas","San Cristóbal de las Casas",2011,"Homicidios dolosos","    19","     9.73","  562"
"Chiapas","San Fernando",2011,"Homicidios dolosos","     5","    14.47","  406"
"Chiapas","Siltepec",2011,"Homicidios dolosos","     3","     7.65","  654"
"Chiapas","Simojovel",2011,"Homicidios dolosos","     5","    11.70","  495"
"Chiapas","Sitalá",2011,"Homicidios dolosos","     2","    15.56","  378"
"Chiapas","Socoltenango",2011,"Homicidios dolosos","     0","     0.00","  952"
"Chiapas","Solosuchiapa",2011,"Homicidios dolosos","     1","    12.09","  476"
"Chiapas","Soyaló",2011,"Homicidios dolosos","     0","     0.00","  952"
"Chiapas","Suchiapa",2011,"Homicidios dolosos","     1","     4.51","  807"
"Chiapas","Suchiate",2011,"Homicidios dolosos","    21","    57.88","   99"
"Chiapas","Sunuapa",2011,"Homicidios dolosos","     2","    86.28","   59"
"Chiapas","Tapachula",2011,"Homicidios dolosos","    61","    18.08","  324"
"Chiapas","Tapalapa",2011,"Homicidios dolosos","     0","     0.00","  952"
"Chiapas","Tapilula",2011,"Homicidios dolosos","     1","     7.69","  649"
"Chiapas","Tecpatán",2011,"Homicidios dolosos","     4","     9.38","  576"
"Chiapas","Tenejapa",2011,"Homicidios dolosos","     7","    16.98","  350"
"Chiapas","Teopisca",2011,"Homicidios dolosos","     6","    15.19","  387"
"Chiapas","Tila",2011,"Homicidios dolosos","     4","     5.37","  760"
"Chiapas","Tonalá",2011,"Homicidios dolosos","     4","     4.55","  804"
"Chiapas","Totolapa",2011,"Homicidios dolosos","     0","     0.00","  952"
"Chiapas","La Trinitaria",2011,"Homicidios dolosos","     0","     0.00","  952"
"Chiapas","Tumbalá",2011,"Homicidios dolosos","     1","     3.04","  894"
"Chiapas","Tuxtla Gutiérrez",2011,"Homicidios dolosos","    46","     7.90","  639"
"Chiapas","Tuxtla Chico",2011,"Homicidios dolosos","     9","    22.81","  258"
"Chiapas","Tuzantán",2011,"Homicidios dolosos","     3","    10.13","  546"
"Chiapas","Tzimol",2011,"Homicidios dolosos","     1","     6.82","  703"
"Chiapas","Unión Juárez",2011,"Homicidios dolosos","     0","     0.00","  952"
"Chiapas","Venustiano Carranza",2011,"Homicidios dolosos","     0","     0.00","  952"
"Chiapas","Villa Corzo",2011,"Homicidios dolosos","     8","    10.28","  543"
"Chiapas","Villaflores",2011,"Homicidios dolosos","     7","     6.84","  702"
"Chiapas","Yajalón",2011,"Homicidios dolosos","     6","    17.00","  348"
"Chiapas","San Lucas",2011,"Homicidios dolosos","     0","     0.00","  952"
"Chiapas","Zinacantán",2011,"Homicidios dolosos","     0","     0.00","  952"
"Chiapas","San Juan Cancuc",2011,"Homicidios dolosos","     1","     3.32","  878"
"Chiapas","Aldama",2011,"Homicidios dolosos","     0","     0.00","  952"
"Chiapas","Benemérito de las Américas",2011,"Homicidios dolosos","    17","    93.98","   48"
"Chiapas","Maravilla Tenejapa",2011,"Homicidios dolosos","     2","    17.02","  345"
"Chiapas","Marqués de Comillas",2011,"Homicidios dolosos","     2","    19.38","  294"
"Chiapas","Montecristo de Guerrero",2011,"Homicidios dolosos","     0","     0.00","  952"
"Chiapas","San Andrés Duraznal",2011,"Homicidios dolosos","     1","    20.14","  288"
"Chiapas","Santiago el Pinar",2011,"Homicidios dolosos","     0","     0.00","  952"
"Chihuahua","Ahumada",2011,"Homicidios dolosos","     3","    25.35","  233"
"Chihuahua","Aldama",2011,"Homicidios dolosos","    16","    67.40","   81"
"Chihuahua","Allende",2011,"Homicidios dolosos","     6","    68.29","   79"
"Chihuahua","Aquiles Serdán",2011,"Homicidios dolosos","    11","    89.76","   54"
"Chihuahua","Ascensión",2011,"Homicidios dolosos","    28","   111.46","   36"
"Chihuahua","Bachíniva",2011,"Homicidios dolosos","     1","    15.87","  369"
"Chihuahua","Balleza",2011,"Homicidios dolosos","    23","   124.05","   29"
"Chihuahua","Batopilas",2011,"Homicidios dolosos","    19","   126.51","   28"
"Chihuahua","Bocoyna",2011,"Homicidios dolosos","    24","    80.90","   68"
"Chihuahua","Buenaventura",2011,"Homicidios dolosos","     5","    21.19","  276"
"Chihuahua","Camargo",2011,"Homicidios dolosos","    47","    92.12","   53"
"Chihuahua","Carichí",2011,"Homicidios dolosos","     4","    43.66","  127"
"Chihuahua","Casas Grandes",2011,"Homicidios dolosos","     1","     8.68","  604"
"Chihuahua","Coronado",2011,"Homicidios dolosos","     0","     0.00","  952"
"Chihuahua","Coyame del Sotol",2011,"Homicidios dolosos","     0","     0.00","  952"
"Chihuahua","La Cruz",2011,"Homicidios dolosos","     5","   117.54","   33"
"Chihuahua","Cuauhtémoc",2011,"Homicidios dolosos","    61","    36.88","  154"
"Chihuahua","Cusihuiriachi",2011,"Homicidios dolosos","    18","   312.93","    2"
"Chihuahua","Chihuahua",2011,"Homicidios dolosos","   554","    63.73","   90"
"Chihuahua","Chínipas",2011,"Homicidios dolosos","     7","    78.23","   72"
"Chihuahua","Delicias",2011,"Homicidios dolosos","    73","    49.95","  115"
"Chihuahua","Dr. Belisario Domínguez",2011,"Homicidios dolosos","     0","     0.00","  952"
"Chihuahua","Galeana",2011,"Homicidios dolosos","     1","    14.93","  396"
"Chihuahua","Santa Isabel",2011,"Homicidios dolosos","     3","    72.59","   75"
"Chihuahua","Gómez Farías",2011,"Homicidios dolosos","     2","    21.71","  270"
"Chihuahua","Gran Morelos",2011,"Homicidios dolosos","     4","   118.76","   32"
"Chihuahua","Guachochi",2011,"Homicidios dolosos","    62","   118.79","   31"
"Chihuahua","Guadalupe",2011,"Homicidios dolosos","    14","   216.02","    5"
"Chihuahua","Guadalupe y Calvo",2011,"Homicidios dolosos","    98","   176.48","   13"
"Chihuahua","Guazapares",2011,"Homicidios dolosos","    14","   147.03","   20"
"Chihuahua","Guerrero",2011,"Homicidios dolosos","    15","    35.98","  161"
"Chihuahua","Hidalgo del Parral",2011,"Homicidios dolosos","    94","    83.57","   62"
"Chihuahua","Huejotitán",2011,"Homicidios dolosos","     0","     0.00","  952"
"Chihuahua","Ignacio Zaragoza",2011,"Homicidios dolosos","     1","    13.77","  431"
"Chihuahua","Janos",2011,"Homicidios dolosos","     6","    49.98","  114"
"Chihuahua","Jiménez",2011,"Homicidios dolosos","    40","    92.92","   51"
"Chihuahua","Juárez",2011,"Homicidios dolosos"," 1,460","   105.32","   41"
"Chihuahua","Julimes",2011,"Homicidios dolosos","     1","    19.05","  303"
"Chihuahua","López",2011,"Homicidios dolosos","     4","    95.24","   46"
"Chihuahua","Madera",2011,"Homicidios dolosos","    13","    42.71","  135"
"Chihuahua","Maguarichi",2011,"Homicidios dolosos","     0","     0.00","  952"
"Chihuahua","Manuel Benavides",2011,"Homicidios dolosos","     0","     0.00","  952"
"Chihuahua","Matachí",2011,"Homicidios dolosos","     0","     0.00","  952"
"Chihuahua","Matamoros",2011,"Homicidios dolosos","     5","   105.80","   40"
"Chihuahua","Meoqui",2011,"Homicidios dolosos","    85","   184.47","    9"
"Chihuahua","Morelos",2011,"Homicidios dolosos","    21","   236.59","    3"
"Chihuahua","Moris",2011,"Homicidios dolosos","     8","   144.69","   22"
"Chihuahua","Namiquipa",2011,"Homicidios dolosos","     4","    16.43","  356"
"Chihuahua","Nonoava",2011,"Homicidios dolosos","     0","     0.00","  952"
"Chihuahua","Nuevo Casas Grandes",2011,"Homicidios dolosos","    17","    27.07","  218"
"Chihuahua","Ocampo",2011,"Homicidios dolosos","    14","   172.12","   15"
"Chihuahua","Ojinaga",2011,"Homicidios dolosos","    11","    38.50","  145"
"Chihuahua","Praxedis G. Guerrero",2011,"Homicidios dolosos","    18","   379.91","    1"
"Chihuahua","Riva Palacio",2011,"Homicidios dolosos","    13","   155.95","   19"
"Chihuahua","Rosales",2011,"Homicidios dolosos","    32","   181.68","   11"
"Chihuahua","Rosario",2011,"Homicidios dolosos","     1","    42.39","  136"
"Chihuahua","San Francisco de Borja",2011,"Homicidios dolosos","     1","    41.86","  139"
"Chihuahua","San Francisco de Conchos",2011,"Homicidios dolosos","     3","    94.70","   47"
"Chihuahua","San Francisco del Oro",2011,"Homicidios dolosos","     1","    20.25","  286"
"Chihuahua","Santa Bárbara",2011,"Homicidios dolosos","     6","    54.86","  105"
"Chihuahua","Satevó",2011,"Homicidios dolosos","     2","    52.85","  107"
"Chihuahua","Saucillo",2011,"Homicidios dolosos","    27","    78.32","   71"
"Chihuahua","Temósachic",2011,"Homicidios dolosos","    11","   170.83","   17"
"Chihuahua","El Tule",2011,"Homicidios dolosos","     0","     0.00","  952"
"Chihuahua","Urique",2011,"Homicidios dolosos","    42","   198.26","    6"
"Chihuahua","Uruachi",2011,"Homicidios dolosos","    19","   221.78","    4"
"Chihuahua","Valle de Zaragoza",2011,"Homicidios dolosos","     6","   109.39","   38"
"Distrito Federal","Azcapotzalco",2011,"Homicidios dolosos","    18","     4.32","  819"
"Distrito Federal","Coyoacán",2011,"Homicidios dolosos","    28","     4.48","  809"
"Distrito Federal","Cuajimalpa de Morelos",2011,"Homicidios dolosos","    12","     6.31","  727"
"Distrito Federal","Gustavo A. Madero",2011,"Homicidios dolosos","   118","     9.88","  556"
"Distrito Federal","Iztacalco",2011,"Homicidios dolosos","    27","     6.99","  697"
"Distrito Federal","Iztapalapa",2011,"Homicidios dolosos","   174","     9.51","  569"
"Distrito Federal","La Magdalena Contreras",2011,"Homicidios dolosos","    14","     5.78","  742"
"Distrito Federal","Milpa Alta",2011,"Homicidios dolosos","     9","     6.70","  707"
"Distrito Federal","Álvaro Obregón",2011,"Homicidios dolosos","    61","     8.30","  624"
"Distrito Federal","Tláhuac",2011,"Homicidios dolosos","    27","     7.40","  668"
"Distrito Federal","Tlalpan",2011,"Homicidios dolosos","    47","     7.09","  689"
"Distrito Federal","Xochimilco",2011,"Homicidios dolosos","    29","     6.92","  699"
"Distrito Federal","Benito Juárez",2011,"Homicidios dolosos","    30","     7.60","  657"
"Distrito Federal","Cuauhtémoc",2011,"Homicidios dolosos","    70","    13.03","  456"
"Distrito Federal","Miguel Hidalgo",2011,"Homicidios dolosos","    44","    11.60","  499"
"Distrito Federal","Venustiano Carranza",2011,"Homicidios dolosos","    70","    16.17","  363"
"Durango","Canatlán",2011,"Homicidios dolosos","    14","    42.96","  133"
"Durango","Canelas",2011,"Homicidios dolosos","     0","     0.00","  952"
"Durango","Coneto de Comonfort",2011,"Homicidios dolosos","     0","     0.00","  952"
"Durango","Cuencamé",2011,"Homicidios dolosos","    12","    34.44","  168"
"Durango","Durango",2011,"Homicidios dolosos","   204","    33.42","  179"
"Durango","General Simón Bolívar",2011,"Homicidios dolosos","     0","     0.00","  952"
"Durango","Gómez Palacio",2011,"Homicidios dolosos","     0","     0.00","  952"
"Durango","Guadalupe Victoria",2011,"Homicidios dolosos","     1","     2.83","  905"
"Durango","Guanaceví",2011,"Homicidios dolosos","     0","     0.00","  952"
"Durango","Hidalgo",2011,"Homicidios dolosos","     0","     0.00","  952"
"Durango","Indé",2011,"Homicidios dolosos","     0","     0.00","  952"
"Durango","Lerdo",2011,"Homicidios dolosos","   253","   172.02","   16"
"Durango","Mapimí",2011,"Homicidios dolosos","     0","     0.00","  952"
"Durango","Mezquital",2011,"Homicidios dolosos","    30","    86.86","   58"
"Durango","Nazas",2011,"Homicidios dolosos","     1","     7.86","  641"
"Durango","Nombre de Dios",2011,"Homicidios dolosos","    11","    57.55","  100"
"Durango","Ocampo",2011,"Homicidios dolosos","     0","     0.00","  952"
"Durango","El Oro",2011,"Homicidios dolosos","    17","   144.71","   21"
"Durango","Otáez",2011,"Homicidios dolosos","     2","    36.61","  156"
"Durango","Pánuco de Coronado",2011,"Homicidios dolosos","     2","    16.38","  360"
"Durango","Peñón Blanco",2011,"Homicidios dolosos","     0","     0.00","  952"
"Durango","Poanas",2011,"Homicidios dolosos","    12","    46.50","  122"
"Durango","Pueblo Nuevo",2011,"Homicidios dolosos","    38","    75.10","   74"
"Durango","Rodeo",2011,"Homicidios dolosos","     9","    67.08","   82"
"Durango","San Bernardo",2011,"Homicidios dolosos","     0","     0.00","  952"
"Durango","San Dimas",2011,"Homicidios dolosos","    13","    64.35","   88"
"Durango","San Juan de Guadalupe",2011,"Homicidios dolosos","     0","     0.00","  952"
"Durango","San Juan del Río",2011,"Homicidios dolosos","     4","    32.20","  189"
"Durango","San Luis del Cordero",2011,"Homicidios dolosos","     0","     0.00","  952"
"Durango","San Pedro del Gallo",2011,"Homicidios dolosos","     0","     0.00","  952"
"Durango","Santa Clara",2011,"Homicidios dolosos","     0","     0.00","  952"
"Durango","Santiago Papasquiaro",2011,"Homicidios dolosos","    60","   128.09","   25"
"Durango","Súchil",2011,"Homicidios dolosos","     0","     0.00","  952"
"Durango","Tamazula",2011,"Homicidios dolosos","    31","   114.90","   35"
"Durango","Tepehuanes",2011,"Homicidios dolosos","    18","   165.14","   18"
"Durango","Tlahualilo",2011,"Homicidios dolosos","     0","     0.00","  952"
"Durango","Topia",2011,"Homicidios dolosos","     4","    44.90","  125"
"Durango","Vicente Guerrero",2011,"Homicidios dolosos","    19","    87.36","   57"
"Durango","Nuevo Ideal",2011,"Homicidios dolosos","     9","    33.30","  181"
"Guanajuato","Abasolo",2011,"Homicidios dolosos","     9","    10.43","  536"
"Guanajuato","Acámbaro",2011,"Homicidios dolosos","    28","    25.22","  236"
"Guanajuato","San Miguel de Allende",2011,"Homicidios dolosos","    29","    17.50","  337"
"Guanajuato","Apaseo el Alto",2011,"Homicidios dolosos","     4","     6.05","  739"
"Guanajuato","Apaseo el Grande",2011,"Homicidios dolosos","     7","     7.94","  636"
"Guanajuato","Atarjea",2011,"Homicidios dolosos","     0","     0.00","  952"
"Guanajuato","Celaya",2011,"Homicidios dolosos","    90","    18.65","  315"
"Guanajuato","Manuel Doblado",2011,"Homicidios dolosos","     7","    18.45","  316"
"Guanajuato","Comonfort",2011,"Homicidios dolosos","     7","     8.77","  600"
"Guanajuato","Coroneo",2011,"Homicidios dolosos","     1","     8.42","  619"
"Guanajuato","Cortazar",2011,"Homicidios dolosos","    12","    13.34","  449"
"Guanajuato","Cuerámaro",2011,"Homicidios dolosos","     2","     7.11","  687"
"Guanajuato","Doctor Mora",2011,"Homicidios dolosos","     2","     8.39","  620"
"Guanajuato","Dolores Hidalgo Cuna de la Independencia Nacional",2011,"Homicidios dolosos","    12","     7.92","  637"
"Guanajuato","Guanajuato",2011,"Homicidios dolosos","     7","     3.96","  837"
"Guanajuato","Huanímaro",2011,"Homicidios dolosos","     1","     4.87","  787"
"Guanajuato","Irapuato",2011,"Homicidios dolosos","    47","     8.59","  608"
"Guanajuato","Jaral del Progreso",2011,"Homicidios dolosos","     5","    13.23","  451"
