"Estado","Municipio","Año","Crimen","Averiguaciones","Tasa","Lugar"
"Oaxaca","San Antonio Acutla",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Antonio de la Cal",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Antonio Huitepec",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Antonio Nanahuatípam",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Antonio Sinicahua",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Antonio Tepetlapa",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Baltazar Chichicápam",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Baltazar Loxicha",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Baltazar Yatzachi el Bajo",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Bartolo Coyotepec",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Bartolomé Ayautla",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Bartolomé Loxicha",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Bartolomé Quialana",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Bartolomé Yucuañe",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Bartolomé Zoogocho",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Bartolo Soyaltepec",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Bartolo Yautepec",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Bernardo Mixtepec",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Blas Atempa",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Carlos Yautepec",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Cristóbal Amatlán",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Cristóbal Amoltepec",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Cristóbal Lachirioag",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Cristóbal Suchixtlahuaca",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Dionisio del Mar",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Dionisio Ocotepec",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Dionisio Ocotlán",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Esteban Atatlahuca",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Felipe Jalapa de Díaz",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Felipe Tejalápam",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Felipe Usila",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Francisco Cahuacuá",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Francisco Cajonos",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Francisco Chapulapa",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Francisco Chindúa",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Francisco del Mar",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Francisco Huehuetlán",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Francisco Ixhuatán",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Francisco Jaltepetongo",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Francisco Lachigoló",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Francisco Logueche",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Francisco Nuxaño",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Francisco Ozolotepec",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Francisco Sola",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Francisco Telixtlahuaca",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Francisco Teopan",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Francisco Tlapancingo",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Gabriel Mixtepec",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Ildefonso Amatlán",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Ildefonso Sola",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Ildefonso Villa Alta",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Jacinto Amilpas",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Jacinto Tlacotepec",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Jerónimo Coatlán",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Jerónimo Silacayoapilla",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Jerónimo Sosola",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Jerónimo Taviche",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Jerónimo Tecóatl",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Jorge Nuchita",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San José Ayuquila",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San José Chiltepec",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San José del Peñasco",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San José Estancia Grande",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San José Independencia",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San José Lachiguiri",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San José Tenango",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Juan Achiutla",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Juan Atepec",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","Ánimas Trujano",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Juan Bautista Atatlahuca",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Juan Bautista Coixtlahuaca",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Juan Bautista Cuicatlán",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Juan Bautista Guelache",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Juan Bautista Jayacatlán",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Juan Bautista Lo de Soto",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Juan Bautista Suchitepec",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Juan Bautista Tlacoatzintepec",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Juan Bautista Tlachichilco",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Juan Bautista Tuxtepec",2014,"Robos","   311","   189.98","  200"
"Oaxaca","San Juan Cacahuatepec",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Juan Cieneguilla",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Juan Coatzóspam",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Juan Colorado",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Juan Comaltepec",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Juan Cotzocón",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Juan Chicomezúchil",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Juan Chilateca",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Juan del Estado",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Juan del Río",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Juan Diuxi",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Juan Evangelista Analco",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Juan Guelavía",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Juan Guichicovi",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Juan Ihualtepec",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Juan Juquila Mixes",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Juan Juquila Vijanos",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Juan Lachao",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Juan Lachigalla",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Juan Lajarcia",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Juan Lalana",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Juan de los Cués",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Juan Mazatlán",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Juan Mixtepec -Dto. 08 -",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Juan Mixtepec -Dto. 26 -",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Juan Ñumí",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Juan Ozolotepec",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Juan Petlapa",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Juan Quiahije",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Juan Quiotepec",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Juan Sayultepec",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Juan Tabaá",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Juan Tamazola",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Juan Teita",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Juan Teitipac",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Juan Tepeuxila",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Juan Teposcolula",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Juan Yaeé",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Juan Yatzona",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Juan Yucuita",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Lorenzo",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Lorenzo Albarradas",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Lorenzo Cacaotepec",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Lorenzo Cuaunecuiltitla",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Lorenzo Texmelúcan",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Lorenzo Victoria",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Lucas Camotlán",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Lucas Ojitlán",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Lucas Quiaviní",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Lucas Zoquiápam",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Luis Amatlán",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Marcial Ozolotepec",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Marcos Arteaga",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Martín de los Cansecos",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Martín Huamelúlpam",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Martín Itunyoso",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Martín Lachilá",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Martín Peras",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Martín Tilcajete",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Martín Toxpalan",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Martín Zacatepec",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Mateo Cajonos",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","Capulálpam de Méndez",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Mateo del Mar",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Mateo Yoloxochitlán",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Mateo Etlatongo",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Mateo Nejápam",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Mateo Peñasco",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Mateo Piñas",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Mateo Río Hondo",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Mateo Sindihui",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Mateo Tlapiltepec",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Melchor Betaza",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Miguel Achiutla",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Miguel Ahuehuetitlán",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Miguel Aloápam",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Miguel Amatitlán",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Miguel Amatlán",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Miguel Coatlán",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Miguel Chicahua",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Miguel Chimalapa",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Miguel del Puerto",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Miguel del Río",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Miguel Ejutla",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Miguel el Grande",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Miguel Huautla",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Miguel Mixtepec",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Miguel Panixtlahuaca",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Miguel Peras",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Miguel Piedras",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Miguel Quetzaltepec",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Miguel Santa Flor",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","Villa Sola de Vega",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Miguel Soyaltepec",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Miguel Suchixtepec",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","Villa Talea de Castro",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Miguel Tecomatlán",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Miguel Tenango",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Miguel Tequixtepec",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Miguel Tilquiápam",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Miguel Tlacamama",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Miguel Tlacotepec",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Miguel Tulancingo",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Miguel Yotao",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Nicolás",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Nicolás Hidalgo",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Pablo Coatlán",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Pablo Cuatro Venados",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Pablo Etla",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Pablo Huitzo",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Pablo Huixtepec",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Pablo Macuiltianguis",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Pablo Tijaltepec",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Pablo Villa de Mitla",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Pablo Yaganiza",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Pedro Amuzgos",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Pedro Apóstol",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Pedro Atoyac",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Pedro Cajonos",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Pedro Coxcaltepec Cántaros",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Pedro Comitancillo",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Pedro el Alto",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Pedro Huamelula",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Pedro Huilotepec",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Pedro Ixcatlán",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Pedro Ixtlahuaca",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Pedro Jaltepetongo",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Pedro Jicayán",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Pedro Jocotipac",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Pedro Juchatengo",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Pedro Mártir",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Pedro Mártir Quiechapa",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Pedro Mártir Yucuxaco",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Pedro Mixtepec -Dto. 22 -",2014,"Robos","   185","   383.51","   49"
"Oaxaca","San Pedro Mixtepec -Dto. 26 -",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Pedro Molinos",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Pedro Nopala",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Pedro Ocopetatillo",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Pedro Ocotepec",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Pedro Pochutla",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Pedro Quiatoni",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Pedro Sochiápam",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Pedro Tapanatepec",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Pedro Taviche",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Pedro Teozacoalco",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Pedro Teutila",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Pedro Tidaá",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Pedro Topiltepec",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Pedro Totolápam",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","Villa de Tututepec de Melchor Ocampo",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Pedro Yaneri",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Pedro Yólox",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Pedro y San Pablo Ayutla",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","Villa de Etla",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Pedro y San Pablo Teposcolula",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Pedro y San Pablo Tequixtepec",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Pedro Yucunama",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Raymundo Jalpan",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Sebastián Abasolo",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Sebastián Coatlán",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Sebastián Ixcapa",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Sebastián Nicananduta",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Sebastián Río Hondo",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Sebastián Tecomaxtlahuaca",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Sebastián Teitipac",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Sebastián Tutla",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Simón Almolongas",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","San Simón Zahuatlán",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","Santa Ana",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","Santa Ana Ateixtlahuaca",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","Santa Ana Cuauhtémoc",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","Santa Ana del Valle",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","Santa Ana Tavela",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","Santa Ana Tlapacoyan",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","Santa Ana Yareni",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","Santa Ana Zegache",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","Santa Catalina Quierí",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","Santa Catarina Cuixtla",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","Santa Catarina Ixtepeji",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","Santa Catarina Juquila",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","Santa Catarina Lachatao",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","Santa Catarina Loxicha",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","Santa Catarina Mechoacán",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","Santa Catarina Minas",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","Santa Catarina Quiané",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","Santa Catarina Tayata",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","Santa Catarina Ticuá",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","Santa Catarina Yosonotú",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","Santa Catarina Zapoquila",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","Santa Cruz Acatepec",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","Santa Cruz Amilpas",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","Santa Cruz de Bravo",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","Santa Cruz Itundujia",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","Santa Cruz Mixtepec",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","Santa Cruz Nundaco",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","Santa Cruz Papalutla",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","Santa Cruz Tacache de Mina",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","Santa Cruz Tacahua",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","Santa Cruz Tayata",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","Santa Cruz Xitla",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","Santa Cruz Xoxocotlán",2014,"Robos","    19","    22.28","1,013"
"Oaxaca","Santa Cruz Zenzontepec",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","Santa Gertrudis",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","Santa Inés del Monte",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","Santa Inés Yatzeche",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","Santa Lucía del Camino",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","Santa Lucía Miahuatlán",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","Santa Lucía Monteverde",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","Santa Lucía Ocotlán",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","Santa María Alotepec",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","Santa María Apazco",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","Santa María la Asunción",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","Heroica Ciudad de Tlaxiaco",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","Ayoquezco de Aldama",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","Santa María Atzompa",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","Santa María Camotlán",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","Santa María Colotepec",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","Santa María Cortijo",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","Santa María Coyotepec",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","Santa María Chachoápam",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","Villa de Chilapa de Díaz",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","Santa María Chilchotla",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","Santa María Chimalapa",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","Santa María del Rosario",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","Santa María del Tule",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","Santa María Ecatepec",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","Santa María Guelacé",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","Santa María Guienagati",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","Santa María Huatulco",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","Santa María Huazolotitlán",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","Santa María Ipalapa",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","Santa María Ixcatlán",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","Santa María Jacatepec",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","Santa María Jalapa del Marqués",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","Santa María Jaltianguis",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","Santa María Lachixío",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","Santa María Mixtequilla",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","Santa María Nativitas",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","Santa María Nduayaco",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","Santa María Ozolotepec",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","Santa María Pápalo",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","Santa María Peñoles",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","Santa María Petapa",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","Santa María Quiegolani",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","Santa María Sola",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","Santa María Tataltepec",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","Santa María Tecomavaca",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","Santa María Temaxcalapa",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","Santa María Temaxcaltepec",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","Santa María Teopoxco",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","Santa María Tepantlali",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","Santa María Texcatitlán",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","Santa María Tlahuitoltepec",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","Santa María Tlalixtac",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","Santa María Tonameca",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","Santa María Totolapilla",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","Santa María Xadani",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","Santa María Yalina",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","Santa María Yavesía",2014,"Robos","     0","     0.00","1,223"
"Oaxaca","Santa María Yolotepec",2014,"Robos","     0","     0.00","1,223"
